eng-NG-31-141957-9979329	George Bush	E_m_09b6zr
eng-NG-31-102228-11834163	George Burns	E_m_01t94_1
eng-NG-31-102460-11836791	Michael Brown	NIL
eng-NG-31-100463-11539664	Michael Brown	NIL
eng-NG-31-142693-10075402	George Bush	E_m_09b6zr
eng-WL-11-99176-10723834	George Bush	E_m_09b6zr
eng-NG-31-100806-11881615	Michael Shermer	NIL
NYT_ENG_20070625.0018.LDC2009T13	Alberto Medina	NIL
AFP_ENG_20070409.0201.LDC2009T13	Andreas Ottl	NIL
eng-NG-31-139814-9851889	Warren Buffett	E_m_01d_ys
eng-NG-31-134040-9592237	Bob Dole	E_m_0fhkx
AFP_ENG_20081209.0103.LDC2009T13	Bruno Delaye	NIL
APW_ENG_20080713.0116.LDC2009T13	Minyard	NIL
APW_ENG_20070609.0418.LDC2009T13	Jason Eaton	NIL
AFP_ENG_20081025.0075.LDC2009T13	Jason Eaton	NIL
eng-WL-110-174612-12990773	Delisha Thomas	NIL
AFP_ENG_20081209.0395.LDC2009T13	Charlotte Lobe	NIL
APW_ENG_20080425.1018.LDC2009T13	Federico Villagra	NIL
LTW_ENG_20081005.0009.LDC2009T13	Doug Roberts	NIL
APW_ENG_20070920.1296.LDC2009T13	Doug Roberts	NIL
eng-WL-11-174603-12971352	Bruce Jenner	NIL
APW_ENG_20070124.0030.LDC2009T13	Colette Avital	NIL
NYT_ENG_20071118.0152.LDC2009T13	Colette Avital	NIL
APW_ENG_20070528.0660.LDC2009T13	Colette Avital	NIL
LTW_ENG_19941019.0115.LDC2007T07	Colette Avital	NIL
eng-WL-11-99176-10723881	Helen Thomas	NIL
eng-NG-31-142686-10071841	Michael Bloomberg	E_m_09pfj
eng-NG-31-142498-10050012	Michael Bloomberg	E_m_09pfj
eng-WL-11-174574-12934438	AZ	E_m_01kd7n_
eng-WL-11-174611-12973878	Sanford	E_m_02c6ck
AFP_ENG_20081031.0425.LDC2009T13	Li Chengwen	NIL
eng-WL-11-174595-12968382	Paul Walker	E_m_01kgxf
eng-WL-11-174611-12973919	Sanford	E_m_02c6ck
eng-NG-31-146464-10426191	Sharon Johnson	NIL
eng-WL-11-174611-12973777	Sanford	E_m_02c6ck
APW_ENG_20070426.0582.LDC2009T13	Huseyin Celil	NIL
APW_ENG_20070415.0939.LDC2009T13	Alberto Medina	NIL
APW_ENG_20070119.0437.LDC2009T13	Alberto Medina	NIL
eng-NG-31-102460-10984719	Warren Buffett	E_m_01d_ys
APW_ENG_20070514.0174.LDC2009T13	Alberto Medina	NIL
APW_ENG_20070524.0666.LDC2009T13	Daniel Moreira	NIL
XIN_ENG_20070722.0186.LDC2009T13	Li Chengwen	NIL
NYT_ENG_20070114.0099.LDC2009T13	Middelhoff	NIL
AFP_ENG_20081009.0479.LDC2009T13	Holli Chmela	NIL
eng-NG-31-141957-9979977	Bill Gates	E_m_017nt
eng-NG-31-100814-11219607	Bill Gates	E_m_017nt
eng-NG-31-100818-10917822	Bill Gates	E_m_017nt
eng-NG-31-142898-10120131	Stephen Knapp	NIL
eng-NG-31-134646-9623582	Bill Gates	E_m_017nt
APW_ENG_20080910.1295.LDC2009T13	Gyorgy Garics	NIL
XIN_ENG_20081112.0308.LDC2009T13	Gyorgy Garics	NIL
APW_ENG_20081011.0564.LDC2009T13	Gyorgy Garics	NIL
NYT_ENG_20080901.0140.LDC2009T13	C.J. Bacher	NIL
AFP_ENG_20080424.0385.LDC2009T13	Gyorgy Garics	NIL
NYT_ENG_20070703.0116.LDC2009T13	Burt Flickinger III	NIL
eng-WL-11-174601-12970371	Ruffalo	E_m_035rnz
eng-WL-109-174581-12950812	Ruffalo	E_m_035rnz
NYT_ENG_20070803.0015.LDC2009T13	Bucky Lasek	NIL
eng-NG-31-102599-10990042	John Rich	E_m_07wqk_
AFP_ENG_20081016.0074.LDC2009T13	Jesus Gonzalez	NIL
eng-NG-31-100818-11604047	Mark Twain	E_m_014635
eng-NG-31-146464-10425804	Lily Allen	E_m_0czkbt
LTW_ENG_20071028.0024.LDC2009T13	Mike Anton	NIL
LTW_ENG_20081223.0138.LDC2009T13	Mike Anton	NIL
LTW_ENG_20070516.0152.LDC2009T13	Burt Flickinger III	NIL
LTW_ENG_20071027.0119.LDC2009T13	Mike Anton	NIL
XIN_ENG_20080503.0167.LDC2009T13	Miao Zhihong	NIL
eng-NG-31-142091-9996464	Britney Spears	E_m_015f7
APW_ENG_20081009.0317.LDC2009T13	Holli Chmela	NIL
APW_ENG_20081008.1005.LDC2009T13	Holli Chmela	NIL
APW_ENG_20081010.0546.LDC2009T13	Holli Chmela	NIL
eng-WL-11-174592-12942623	Petra Nemcova	E_m_033zwr
eng-NG-31-142659-10067278	Anton Johnson	NIL
eng-NG-31-102599-10993392	Willie Nelson	E_m_0137n0
eng-WL-11-99241-10725123	Joe Biden	E_m_012gx2
APW_ENG_20070726.0671.LDC2009T13	Bisher al-Rawi	E_m_0803h9
LTW_ENG_20080805.0121.LDC2009T13	Bisher al-Rawi	E_m_0803h9
APW_ENG_20070726.0689.LDC2009T13	Bisher al-Rawi	E_m_0803h9
AFP_ENG_20070725.0152.LDC2009T13	Bisher al-Rawi	E_m_0803h9
APW_ENG_20070401.0333.LDC2009T13	Bisher al-Rawi	E_m_0803h9
APW_ENG_20071220.0940.LDC2009T13	Bisher al-Rawi	E_m_0803h9
AFP_ENG_20071107.0487.LDC2009T13	Adisak Kammool	NIL
APW_ENG_20070807.0677.LDC2009T13	Bisher al-Rawi	E_m_0803h9
APW_ENG_20070729.0339.LDC2009T13	Bisher al-Rawi	E_m_0803h9
eng-WL-11-174595-12969074	Vanilla Ice	E_m_01vxqyl
XIN_ENG_20070305.0191.LDC2009T13	Chai Xi	NIL
XIN_ENG_20070420.0202.LDC2009T13	Chai Xi	NIL
AFP_ENG_20070621.0614.LDC2009T13	Denys Yurchenko	NIL
XIN_ENG_20080117.0204.LDC2009T13	Li Chengwen	NIL
eng-NG-31-142696-10083084	Thomas Jefferson	E_m_07cbs
XIN_ENG_20070710.0352.LDC2009T13	Li Chengwen	NIL
eng-WL-11-174595-12969062	Vanilla Ice	E_m_01vxqyl
eng-WL-11-174595-12968556	Rob Marshall	E_m_02hc7q
AFP_ENG_20070923.0493.LDC2009T13	Chen Tan-sun	NIL
APW_ENG_20080908.0690.LDC2009T13	Michael Szymanczyk	NIL
eng-WL-11-174585-12938055	Rob Marshall	E_m_02hc7q
NYT_ENG_20070820.0244.LDC2009T13	Adam Cristman	NIL
eng-WL-109-174581-12949943	Ed Zwick	E_m_04g3p5
AFP_ENG_20070629.0243.LDC2009T13	Chawalit Plaphol	NIL
APW_ENG_20071101.1428.LDC2009T13	Michael Szymanczyk	NIL
APW_ENG_20070617.0152.LDC2009T13	Adam Cristman	NIL
APW_ENG_20070118.0198.LDC2009T13	Luis Collazo	NIL
APW_ENG_20070211.0168.LDC2009T13	Luis Collazo	NIL
APW_ENG_20080808.0044.LDC2009T13	Luis Collazo	NIL
APW_ENG_20070211.1125.LDC2009T13	Luis Collazo	NIL
APW_ENG_20070209.0031.LDC2009T13	Luis Collazo	NIL
AFP_ENG_20070904.0181.LDC2009T13	Caroline Dyer	NIL
NYT_ENG_20070820.0019.LDC2009T13	Adam Cristman	NIL
NYT_ENG_20070507.0033.LDC2009T13	Adam Cristman	NIL
CNA_ENG_20070913.0043.LDC2009T13	Chen Pao-chung	NIL
eng-NG-31-109506-12028632	David Jones	NIL
XIN_ENG_20070418.0179.LDC2009T13	Chen Lijuan	NIL
AFP_ENG_20080918.0525.LDC2009T13	Muchdi	NIL
APW_ENG_20080111.1441.LDC2009T13	Charlie Wolf	NIL
XIN_ENG_20070305.0208.LDC2009T13	Chen Sheng	NIL
NYT_ENG_20080725.0125.LDC2009T13	Charlie Dressen	E_m_06v265
AFP_ENG_20080821.0532.LDC2009T13	Muchdi	NIL
LTW_ENG_20070513.0015.LDC2009T13	Bruce Oppenheimer	NIL
APW_ENG_20070728.0610.LDC2009T13	Chealander	NIL
NYT_ENG_20070113.0166.LDC2009T13	Carder	NIL
XIN_ENG_20070115.0342.LDC2009T13	Hristo Stoitchkov	NIL
APW_ENG_20070729.0219.LDC2009T13	Chealander	NIL
APW_ENG_20070709.0932.LDC2009T13	Carl Brizzi	NIL
eng-WL-11-174595-12967698	McCartney	E_m_05w6cw
NYT_ENG_20080323.0080.LDC2009T13	Charlie Dressen	NIL
CNA_ENG_20070826.0007.LDC2009T13	Chen Shu-bian	NIL
eng-WL-109-174581-12950179	Monnie O	NIL
APW_ENG_20070729.0096.LDC2009T13	Chealander	NIL
APW_ENG_20070419.1666.LDC2009T13	Charles Rupprecht	NIL
eng-WL-11-174575-12949014	Tom Coburn	E_m_03wnjr
APW_ENG_20070730.0598.LDC2009T13	Hristo Stoitchkov	NIL
APW_ENG_20070415.0838.LDC2009T13	Hristo Stoitchkov	NIL
AFP_ENG_20081214.0441.LDC2009T13	Charlotte Lobe	NIL
NYT_ENG_20070120.0177.LDC2009T13	Hristo Stoitchkov	NIL
APW_ENG_20081015.1281.LDC2009T13	Doug Roberts	NIL
AFP_ENG_20070329.0459.LDC2009T13	Bisher al-Rawi	E_m_0803h9
eng-WL-109-174581-12951162	Leo DiCaprio	E_m_0dvmd
eng-WL-109-174581-12949927	Leo DiCaprio	E_m_0dvmd
eng-NG-31-100838-10919191	Jerry Springer	E_m_01v0432
XIN_ENG_20070212.0246.LDC2009T13	Cecilia Malmstrom	E_m_054w2k
XIN_ENG_20080822.0228.LDC2009T13	Denys Yurchenko	NIL
AFP_ENG_20080428.0131.LDC2009T13	Celine Charveriat	NIL
AFP_ENG_20070710.0583.LDC2009T13	Huseyin Celil	NIL
APW_ENG_20080722.1267.LDC2009T13	Fabiana Murer	NIL
eng-NG-31-102750-11887648	Neal Sundermann	NIL
eng-NG-31-100720-11786953	Jerry Springer	E_m_01v0432
APW_ENG_20071031.0551.LDC2009T13	Charles Bounds	NIL
APW_ENG_20070411.1100.LDC2009T13	Cecilia Malmstrom	E_m_054w2k
XIN_ENG_20080703.0264.LDC2009T13	Cewang Rigzin	NIL
XIN_ENG_20070412.0275.LDC2009T13	Cecilia Malmstrom	E_m_054w2k
eng-WL-11-174611-12983616	Michael Petrelis	NIL
eng-NG-31-104379-11707033	Amy Goodman	E_m_020m38
XIN_ENG_20071023.0278.LDC2009T13	Cecilia Malmstrom	E_m_054w2k
eng-NG-31-100466-10800283	Raymond Karczewski	NIL
APW_ENG_20081124.0166.LDC2009T13	Jesus Gonzalez	NIL
eng-NG-31-100466-10800329	Raymond Karczewski	NIL
XIN_ENG_20080704.0169.LDC2009T13	Carmen Chala	NIL
eng-NG-31-142980-10132722	Patrick Acton	NIL
AFP_ENG_20081010.0652.LDC2009T13	Holli Chmela	NIL
APW_ENG_20071204.0106.LDC2009T13	Jesus Gonzalez	NIL
APW_ENG_20080930.0379.LDC2009T13	Axel Miller	NIL
NYT_ENG_20080930.0206.LDC2009T13	Axel Miller	NIL
AFP_ENG_20081009.0099.LDC2009T13	Holli Chmela	NIL
eng-NG-31-142893-10115442	Jonathan Edwards	E_m_0dpv5
AFP_ENG_20080229.0270.LDC2009T13	Axel Miller	NIL
eng-WL-11-99230-10724859	Johnny Cash	E_m_03h_fk5
XIN_ENG_20070325.0201.LDC2009T13	Du Wei	NIL
LTW_ENG_20081011.0063.LDC2009T13	Holli Chmela	NIL
eng-NG-31-142699-10085824	Shabazz	NIL
AFP_ENG_20070720.0254.LDC2009T13	Celine Charveriat	NIL
eng-WL-110-174612-12993198	Knowles	NIL
eng-WL-11-174595-12969071	Seth Rogan	E_m_05txrz
NYT_ENG_20070613.0226.LDC2009T13	Michael Marsh	NIL
APW_ENG_20070811.0224.LDC2009T13	Michael Marsh	NIL
NYT_ENG_20070722.0163.LDC2009T13	Michael Marsh	NIL
AFP_ENG_20080123.0390.LDC2009T13	Matthaeus	NIL
APW_ENG_20070416.0491.LDC2009T13	Matthaeus	NIL
APW_ENG_20071117.0581.LDC2009T13	Freddy Eastwood	NIL
APW_ENG_20070127.0946.LDC2009T13	Freddy Eastwood	NIL
eng-NG-31-141960-9984359	Gwen Stefani	E_m_016fnb
APW_ENG_20071203.1147.LDC2009T13	Jesus Gonzalez	NIL
eng-NG-31-102599-10990330	Alan Jackson	E_m_016c8l
eng-NG-31-141490-9957004	Bobby Anderson	NIL
eng-NG-31-100674-11558664	Bob Hope	E_m_015cbq
eng-NG-31-148609-10563874	Corey Johnson	NIL
LTW_ENG_20070222.0149.LDC2009T13	Carlo Grante	NIL
APW_ENG_20070418.0208.LDC2009T13	Cesaria Evora	E_m_0j_gr
AFP_ENG_20071206.0076.LDC2009T13	Cesaria Evora	E_m_0j_gr
NYT_ENG_20070216.0254.LDC2009T13	Carlo Grante	NIL
APW_ENG_20070104.1282.LDC2009T13	Carlo Rienzi	NIL
APW_ENG_20070707.0440.LDC2009T13	Maqbool Ahmed	NIL
AFP_ENG_20070311.0098.LDC2009T13	Chanda Makanta	NIL
eng-NG-31-145805-10296159	Jessica Simpson	E_m_0c7xjb
APW_ENG_20080920.0777.LDC2009T13	Charles Larson	E_m_03xb25
LTW_ENG_20080919.0105.LDC2009T13	Charles Larson	E_m_03xb25
APW_ENG_20081118.0021.LDC2009T13	Charles Larson	E_m_03xb25
XIN_ENG_20080123.0085.LDC2009T13	Chen Guanghua	NIL
LTW_ENG_20070328.0023.LDC2009T13	Charles Larson	NIL
eng-WL-11-174611-12982221	Sheehan	NIL
APW_ENG_20071101.0566.LDC2009T13	Mullah Naqib	NIL
NYT_ENG_20080410.0176.LDC2009T13	Chealander	NIL
APW_ENG_20080208.0417.LDC2009T13	Mohinder Lal	NIL
APW_ENG_20080411.0619.LDC2009T13	Bryan Mitchell	NIL
eng-NG-31-143446-10242884	Eretz Yisrael	E_m_03spz
eng-NG-31-100316-11634409	Woody Allen	E_m_081lh
eng-NG-31-142606-10065079	Woody Allen	E_m_081lh
APW_ENG_20070629.0045.LDC2009T13	Matt Farrell	NIL
eng-NG-31-102599-10990363	Mark Wills	E_m_01m3cwg
APW_ENG_20070917.1360.LDC2009T13	Huseyin Celil	NIL
AFP_ENG_20070819.0115.LDC2009T13	Andreas Ottl	NIL
AFP_ENG_20080127.0224.LDC2009T13	Andreas Ottl	NIL
APW_ENG_20070818.0561.LDC2009T13	Andreas Ottl	NIL
XIN_ENG_20080413.0131.LDC2009T13	Andreas Ottl	NIL
APW_ENG_20070411.1183.LDC2009T13	Mike Russell	NIL
APW_ENG_20070410.1179.LDC2009T13	Carol Weihrer	NIL
APW_ENG_20080402.1122.LDC2009T13	Cao Khac Nhat	NIL
APW_ENG_20080426.0580.LDC2009T13	Jason Eaton	NIL
APW_ENG_20070429.0086.LDC2009T13	Jason Eaton	NIL
APW_ENG_20070215.0732.LDC2009T13	Chawalit Plaphol	NIL
NYT_ENG_20071123.0120.LDC2009T13	Malcolm Rogers	NIL
eng-NG-31-141913-9976197	Norman Podhoretz	NIL
APW_ENG_20070110.0546.LDC2009T13	Mahi Sideridou	NIL
AFP_ENG_20070110.0200.LDC2009T13	Mahi Sideridou	NIL
APW_ENG_20070406.0946.LDC2009T13	Malcolm Rogers	NIL
APW_ENG_20080422.0827.LDC2009T13	Li Yu	NIL
NYT_ENG_20071218.0186.LDC2009T13	Li Yu	NIL
eng-NG-31-102599-10999574	Merle Haggard	E_m_01ww2fs
eng-NG-31-140121-9866373	Glenn Beck	E_m_0264n4
AFP_ENG_20080828.0015.LDC2009T13	Kazuya Ito	NIL
eng-WL-11-174601-12971557	Michel Gondry	E_m_02l7nd
XIN_ENG_20080826.0122.LDC2009T13	Kazuya Ito	NIL
AFP_ENG_20070216.0171.LDC2009T13	Li Yu	NIL
NYT_ENG_20080417.0167.LDC2009T13	Li Yu	NIL
XIN_ENG_20070819.0152.LDC2009T13	Cedric Forgit	NIL
APW_ENG_20080813.0917.LDC2009T13	Cedric Forgit	NIL
APW_ENG_20070510.0248.LDC2009T13	Alberto Medina	NIL
eng-NG-31-140118-9862122	Scott Horton	NIL
APW_ENG_20070617.0861.LDC2009T13	Alberto Medina	NIL
AFP_ENG_20080816.0576.LDC2009T13	Fabiana Murer	NIL
AFP_ENG_20070208.0678.LDC2009T13	Luis Collazo	NIL
APW_ENG_20080501.0592.LDC2009T13	Michael Chen	NIL
APW_ENG_20070614.0722.LDC2009T13	Kalmadi	NIL
APW_ENG_20070917.0398.LDC2009T13	Kalmadi	NIL
eng-WL-11-174611-12981385	Cyndi	E_m_01wf86y
AFP_ENG_20080724.0755.LDC2009T13	Kalmadi	NIL
AFP_ENG_20070412.0058.LDC2009T13	Kalmadi	NIL
XIN_ENG_20080303.0421.LDC2009T13	Li Chengwen	NIL
AFP_ENG_20070917.0443.LDC2009T13	Kalmadi	NIL
AFP_ENG_20081031.0399.LDC2009T13	Li Chengwen	NIL
eng-NG-31-102114-10969796	Saddam Hussain	E_m_079dy
eng-NG-31-106899-11992974	Saddam Hussain	E_m_079dy
eng-NG-31-102599-10999544	John Rich	E_m_07wqk_
eng-NG-31-102599-10999250	John Rich	E_m_07wqk_
XIN_ENG_20070305.0047.LDC2009T13	Chen Derong	NIL
AFP_ENG_20070621.0693.LDC2009T13	Nam Sung-Wook	NIL
eng-NG-31-142649-10066394	Lester Brown	E_m_05jwm0
AFP_ENG_20081212.0552.LDC2009T13	Nam Sung-Wook	NIL
eng-NG-31-142506-10057873	Lester Brown	E_m_05jwm0
eng-WL-110-174612-12992430	Amerie	E_m_039byr
APW_ENG_20070411.0845.LDC2009T13	Hristo Stoitchkov	NIL
eng-NG-31-142147-10015768	William Ayers	E_m_05b2cz
eng-WL-11-174585-12938321	Bruce Campbell	E_m_01h8f
AFP_ENG_20081009.0342.LDC2009T13	Holli Chmela	NIL
eng-WL-11-174601-12971750	Bruce Campbell	E_m_01h8f
NYT_ENG_20080104.0171.LDC2009T13	Holli Chmela	NIL
eng-NG-31-141971-9990143	William Ayers	E_m_05b2cz
AFP_ENG_20080304.0448.LDC2009T13	Adisak Kammool	NIL
AFP_ENG_20080418.0392.LDC2009T13	Adisak Kammool	NIL
AFP_ENG_20070129.0156.LDC2009T13	Adisak Kammool	NIL
AFP_ENG_20080922.0465.LDC2009T13	Adisak Kammool	NIL
eng-NG-31-140128-9881681	Jamal Williams	E_m_09gjr4
AFP_ENG_20081024.0392.LDC2009T13	Adisak Kammool	NIL
eng-WL-11-174584-12964174	Sasha	NIL
eng-WL-11-174584-12964441	Sasha	NIL
eng-NG-31-142895-10118139	Thomas Jefferson	E_m_07cbs
eng-NG-31-141971-9990370	Thomas Jefferson	E_m_07cbs
eng-NG-31-142149-10023737	Thomas Jefferson	E_m_07cbs
eng-WL-11-99227-10903703	Roger Fraley	NIL
APW_ENG_20081009.0294.LDC2009T13	Axel Miller	NIL
eng-NG-31-100716-10897142	Bill Gates	E_m_017nt
eng-WL-11-174574-12934357	Angela Yee	NIL
eng-WL-11-174574-12937653	Angela Yee	NIL
APW_ENG_20070201.1090.LDC2009T13	Minyard	NIL
eng-WL-11-174574-12938670	Chris Breezy	E_m_07ss8_
AFP_ENG_20070121.0014.LDC2009T13	Luis Collazo	NIL
AFP_ENG_20070121.0031.LDC2009T13	Luis Collazo	NIL
eng-WL-11-174574-12938869	Chris Breezy	E_m_07ss8_
AFP_ENG_20070627.0705.LDC2009T13	Luis Collazo	NIL
LTW_ENG_20080320.0053.LDC2009T13	Charlie Summers	NIL
NYT_ENG_20071102.0079.LDC2009T13	Mikey Henderson	NIL
LTW_ENG_20080730.0147.LDC2009T13	Charlie Swift	E_m_0c80nx
LTW_ENG_20080808.0113.LDC2009T13	Charlie Swift	E_m_0c80nx
eng-WL-109-174581-12949808	Ed Zwick	E_m_04g3p5
LTW_ENG_20080807.0141.LDC2009T13	Charlie Swift	NIL
eng-NG-31-141964-9986401	Barbara Streisand	E_m_03f2_rc
eng-NG-31-102599-10999262	Kid Rock	E_m_01vw20_
APW_ENG_20071117.0855.LDC2009T13	C.J. Bacher	NIL
CNA_ENG_20070122.0001.LDC2009T13	C.T. Lee	NIL
APW_ENG_20080130.0848.LDC2009T13	Burhan Kuzu	NIL
APW_ENG_20070705.1084.LDC2009T13	Burhan Kuzu	NIL
APW_ENG_20080206.1191.LDC2009T13	Burhan Kuzu	NIL
eng-NG-31-147907-10553206	Gordon Brown	E_m_03f77
APW_ENG_20080406.0313.LDC2009T13	Bryan Mitchell	NIL
APW_ENG_20080411.1133.LDC2009T13	Bryan Mitchell	NIL
APW_ENG_20080401.0639.LDC2009T13	Bryan Mitchell	NIL
NYT_ENG_20070907.0121.LDC2009T13	Michael Brandt	NIL
NYT_ENG_20070906.0179.LDC2009T13	Michael Brandt	NIL
NYT_ENG_20070906.0148.LDC2009T13	Michael Brandt	NIL
APW_ENG_20070907.0048.LDC2009T13	Michael Brandt	NIL
NYT_ENG_20070906.0086.LDC2009T13	Michael Brandt	NIL
eng-WL-110-174612-12990934	Michelle Bell	NIL
eng-WL-110-174612-12992849	Eg White	NIL
eng-WL-110-174612-12993017	Eg White	NIL
eng-WL-11-174575-12946799	Tom Coburn	E_m_03wnjr
NYT_ENG_20070522.0052.LDC2009T13	Charlie Miranda	NIL
eng-NG-31-129085-9358073	Clifford Heath	NIL
eng-NG-31-141960-9983900	Marc Anthony	E_m_01wv9p
eng-WL-110-174612-12991316	Wayne Nugent	NIL
APW_ENG_20080412.0539.LDC2009T13	Matthaeus	E_m_01ttk9t
eng-WL-11-99176-9828935	George Bush	E_m_09b6zr
eng-NG-31-142692-10073094	George Bush	E_m_09b6zr
AFP_ENG_20080308.0095.LDC2009T13	Fabiana Murer	NIL
XIN_ENG_20080111.0058.LDC2009T13	Clarisa Fernandez	E_m_0ddvyt
eng-NG-31-104706-11725524	Donald Trump	E_m_0cqt90
AFP_ENG_20070115.0043.LDC2009T13	Clarisa Fernandez	NIL
LTW_ENG_20081113.0081.LDC2009T13	Mohammad Kareem	NIL
eng-NG-31-100720-11787257	Donald Trump	E_m_0cqt90
APW_ENG_20081005.0734.LDC2009T13	Doug Roberts	NIL
XIN_ENG_20071125.0090.LDC2009T13	Mohammed Habash	NIL
LTW_ENG_20081102.0020.LDC2009T13	Charlie Summers	NIL
eng-WL-11-174573-12957680	Zac	E_m_06wm0z
eng-WL-11-174611-12982173	John Gibson	E_m_04myhq
eng-NG-31-100817-10915654	Ringo Starr	E_m_01vrnsk
eng-NG-31-100562-10891933	Neil Gaimen	E_m_05jm7
eng-NG-31-142749-10089662	Neelima Srivastava	NIL
LTW_ENG_20080729.0146.LDC2009T13	Charlie Swift	E_m_0c80nx
CNA_ENG_20070602.0008.LDC2009T13	Chen Hsiao-yi	NIL
CNA_ENG_20080318.0043.LDC2009T13	Chen Hsiao-yi	NIL
CNA_ENG_20071018.0047.LDC2009T13	Chen Hsiao-yi	NIL
eng-NG-31-139687-9848761	Bobby Fischer	E_m_06k9jc
eng-NG-31-141957-9980092	Angelina Jolie	E_m_0f4vbz
APW_ENG_20080519.1246.LDC2009T13	Jesus Gonzalez	NIL
APW_ENG_20071203.0522.LDC2009T13	Jesus Gonzalez	NIL
AFP_ENG_20081125.0773.LDC2009T13	Jesus Gonzalez	NIL
eng-NG-31-104877-11906321	Richard Brosey	NIL
eng-WL-11-174595-12968517	Pam Anderson	E_m_05r5w
APW_ENG_20070530.0991.LDC2009T13	Colette Avital	NIL
APW_ENG_20070412.0776.LDC2009T13	Colette Avital	NIL
APW_ENG_20070613.0711.LDC2009T13	Colette Avital	NIL
XIN_ENG_20080817.0319.LDC2009T13	Chiharu Icho	NIL
AFP_ENG_20080805.0435.LDC2009T13	Chiharu Icho	NIL
eng-WL-110-174626-12995762	Jordin	E_m_09k2t1
APW_ENG_20070602.0223.LDC2009T13	Minyard	NIL
NYT_ENG_20070403.0038.LDC2009T13	Charlotte Cooper	NIL
eng-WL-11-99228-9831161	Bob Dole	E_m_0fhkx
eng-NG-31-147907-10553781	Justin Timberlake	E_m_0j1yf
NYT_ENG_20070520.0044.LDC2009T13	Cesaria Evora	E_m_0j_gr
eng-NG-31-142689-10072870	Bob Dole	E_m_0fhkx
APW_ENG_20071020.0190.LDC2009T13	Minyard	NIL
APW_ENG_20080729.1045.LDC2009T13	Fabiana Murer	NIL
XIN_ENG_20070724.0393.LDC2009T13	Fabiana Murer	NIL
LTW_ENG_20070510.0115.LDC2009T13	Minyard	NIL
APW_ENG_20081026.0673.LDC2009T13	Daniel Moreira	NIL
AFP_ENG_20070203.0005.LDC2009T13	Fabiana Murer	NIL
AFP_ENG_20080831.0030.LDC2009T13	Daniel Moreira	NIL
APW_ENG_20080812.0580.LDC2009T13	Cha Kum Kol	NIL
eng-WL-11-174611-12976683	Ken Starr	E_m_0grkx
AFP_ENG_20080827.0065.LDC2009T13	Cesaria Evora	E_m_0j_gr
eng-WL-11-174595-12968548	Petra Nemcova	E_m_033zwr
AFP_ENG_20070315.0305.LDC2009T13	Chawalit Plaphol	NIL
eng-NG-31-142159-10035082	William Ayers	NIL
APW_ENG_20071121.1058.LDC2009T13	Burt Flickinger III	NIL
eng-NG-31-149490-10582605	Bob Dole	E_m_0fhkx
eng-WL-11-174601-12969626	Bruce Campbell	E_m_01h8f
eng-NG-31-142980-10136587	Bruce Lee	E_m_099d4
APW_ENG_20080527.0555.LDC2009T13	Cecilia Malmstrom	E_m_054w2k
eng-NG-31-142893-10115741	David Chilton	NIL
eng-NG-31-142156-10031840	Gordon Brown	E_m_03f77
eng-NG-31-141913-9976337	David Addington	NIL
XIN_ENG_20070801.0361.LDC2009T13	Carmen Chala	NIL
eng-WL-11-174592-12941327	Glenn Fitzgerald	NIL
